Date,Time,Booking ID,Booking Status,Customer ID,Vehicle Type,Pickup Location,Drop Location,Avg VTAT,Avg CTAT,Cancelled Rides by Customer,Reason for cancelling by Customer,Cancelled Rides by Driver,Driver Cancellation Reason,Incomplete Rides,Incomplete Rides Reason,Booking Value,Ride Distance,Driver Ratings,Customer Rating,Payment Method
2024-10-07,10:32:52,"""CNR3746993""",Completed,"""CID5147107""",Bike,Vidhan Sabha,Rithala,12.7,42.3,null,null,null,null,null,null,384,25.48,3.8,3.7,UPI
2024-04-16,20:59:27,"""CNR4694342""",Cancelled by Driver,"""CID6802890""",Go Sedan,Hero Honda Chowk,Jor Bagh,7.5,null,null,null,1,More than permitted people in there,null,null,null,null,null,null,null
2024-08-27,13:24:06,"""CNR7120783""",Completed,"""CID1946761""",Go Mini,Kirti Nagar,INA Market,8.4,25.7,null,null,null,null,null,null,982,49.47,4.1,4.5,UPI
2024-03-31,11:04:32,"""CNR9145489""",Completed,"""CID3182949""",Bike,Kaushambi,Punjabi Bagh,2.6,37.3,null,null,null,null,null,null,1086,46.33,4.6,4.9,Credit Card
2024-09-30,17:47:28,"""CNR4326301""",No Driver Found,"""CID8335912""",Bike,Malviya Nagar,Badarpur,null,null,null,null,null,null,null,null,null,null,null,null,null
2024-11-02,10:00:16,"""CNR5643176""",Completed,"""CID8257435""",Go Sedan,Yamuna Bank,Dilshad Garden,13.5,32.1,null,null,null,null,null,null,1019,25.33,4.3,3.7,Cash
2024-05-13,19:28:07,"""CNR8232491""",Completed,"""CID1811469""",Go Mini,Panchsheel Park,Badarpur,6.8,20.7,null,null,null,null,null,null,571,30.97,4.6,4.6,Cash
2024-05-02,20:55:40,"""CNR8386800""",Cancelled by Driver,"""CID3368789""",Go Mini,Pitampura,Dwarka Mor,8.9,null,null,null,1,Personal & Car related issues,null,null,null,null,null,null,null
2024-08-03,06:47:49,"""CNR8688074""",Completed,"""CID8783208""",Go Sedan,Kashmere Gate,Saket,2.8,44.3,null,null,null,null,null,null,330,14.91,4.6,4.9,UPI
2024-04-12,18:56:07,"""CNR4931824""",Cancelled by Driver,"""CID6042374""",eBike,Peeragarhi,Vasant Kunj,7.5,null,null,null,1,Customer related issue,null,null,null,null,null,null,null
2024-10-05,15:53:27,"""CNR9647229""",Cancelled by Customer,"""CID2836428""",Go Sedan,Karol Bagh,Janakpuri,12.2,null,1,Driver is not moving towards pickup location,null,null,null,null,null,null,null,null,null
2024-08-23,17:26:17,"""CNR7838026""",Completed,"""CID3351927""",Auto,Keshav Puram,Shahdara,14.6,22.3,null,null,null,null,null,null,820,48.2,3.4,3.6,UPI
2024-09-19,21:58:25,"""CNR8802069""",Cancelled by Driver,"""CID4846071""",Premier Sedan,Pitampura,Ghitorni,3.4,null,null,null,1,Customer related issue,null,null,null,null,null,null,null
2024-01-14,01:30:57,"""CNR7123636""",Completed,"""CID8631886""",Auto,Golf Course Road,Model Town,14.0,17.4,null,null,null,null,null,null,535,48.39,4.6,5.0,Cash
2024-08-16,19:09:13,"""CNR4315926""",Cancelled by Driver,"""CID1399534""",Bike,Mansarovar Park,Mayur Vihar,7.4,null,null,null,1,The customer was coughing/sick,null,null,null,null,null,null,null
2024-04-26,10:32:39,"""CNR3642258""",Cancelled by Driver,"""CID1402311""",eBike,Sonipat,Gurgaon Sector 56,11.3,null,null,null,1,Personal & Car related issues,null,null,null,null,null,null,null
2024-09-22,16:19:27,"""CNR6235684""",Completed,"""CID1738620""",Premier Sedan,IMT Manesar,Nirman Vihar,5.4,18.7,null,null,null,null,null,null,878,31.93,4.7,3.7,Cash
2024-02-29,07:11:29,"""CNR2916602""",Completed,"""CID3532441""",eBike,Raj Nagar Extension,Tilak Nagar,13.3,28.0,null,null,null,null,null,null,109,10.8,3.7,4.8,UPI
2024-03-29,10:28:50,"""CNR1527544""",Completed,"""CID4024383""",Bike,Rohini,Ghitorni Village,2.4,41.8,null,null,null,null,null,null,375,6.79,4.3,4.7,Cash
2024-08-20,20:27:42,"""CNR3359758""",Cancelled by Driver,"""CID5133180""",Go Sedan,Kashmere Gate,Azadpur,6.9,null,null,null,1,The customer was coughing/sick,null,null,null,null,null,null,null
2024-09-27,12:37:33,"""CNR5570472""",Completed,"""CID8749766""",eBike,Sadar Bazar Gurgaon,Jhilmil,13.5,35.9,null,null,null,null,null,null,499,31.98,4.3,4.3,UPI
2024-11-29,20:02:06,"""CNR5054691""",Completed,"""CID8848095""",Auto,Rithala,Noida Film City,4.7,32.3,null,null,null,null,null,null,790,38.73,4.4,3.9,Debit Card
2024-12-28,08:53:40,"""CNR7474104""",Completed,"""CID1847716""",Go Sedan,IFFCO Chowk,IMT Manesar,4.1,43.5,null,null,null,null,null,null,889,13.79,4.6,4.3,Uber Wallet
2024-08-11,14:16:47,"""CNR8796675""",Completed,"""CID8348575""",Premier Sedan,Narsinghpur,Raj Nagar Extension,13.6,42.1,null,null,null,null,null,null,280,20.7,4.2,4.7,Debit Card
2024-05-05,18:02:42,"""CNR3451829""",Completed,"""CID6580237""",eBike,Manesar,Pulbangash,12.5,30.7,null,null,null,null,null,null,222,16.14,4.7,4.6,UPI
2024-10-03,08:20:58,"""CNR2837871""",Cancelled by Customer,"""CID5974262""",Auto,Hauz Khas,Paharganj,6.8,null,1,Driver asked to cancel,null,null,null,null,null,null,null,null,null
2024-04-10,10:05:58,"""CNR9934722""",No Driver Found,"""CID7214345""",Auto,Badarpur,IGI Airport,null,null,null,null,null,null,null,null,null,null,null,null,null
2024-06-23,16:25:19,"""CNR7692210""",Completed,"""CID9611309""",Auto,Shivaji Park,Sushant Lok,13.0,37.6,null,null,null,null,null,null,376,28.3,4.6,4.5,UPI
2024-09-05,03:10:18,"""CNR1555752""",Completed,"""CID2854528""",Bike,Old Gurgaon,Qutub Minar,13.1,36.9,null,null,null,null,null,null,558,30.76,3.3,4.7,Cash
2024-08-27,12:36:47,"""CNR4840869""",Cancelled by Driver,"""CID6753183""",Bike,Kalkaji,Green Park,11.5,null,null,null,1,More than permitted people in there,null,null,null,null,null,null,null
2024-11-02,06:43:37,"""CNR5709353""",No Driver Found,"""CID4941500""",Uber XL,Chhatarpur,RK Puram,null,null,null,null,null,null,null,null,null,null,null,null,null
2024-11-16,17:59:26,"""CNR4633507""",Completed,"""CID6445737""",Auto,Nirman Vihar,Sonipat,11.3,16.8,null,null,null,null,null,null,848,44.93,4.2,4.9,Cash
2024-07-23,19:05:33,"""CNR7246546""",Completed,"""CID7389834""",Go Mini,Nehru Place,Sushant Lok,9.9,31.9,null,null,null,null,null,null,528,41.79,4.4,4.4,Debit Card
2024-01-14,08:35:33,"""CNR8161754""",Cancelled by Driver,"""CID4369298""",Go Mini,Vaishali,Tilak Nagar,7.7,null,null,null,1,The customer was coughing/sick,null,null,null,null,null,null,null
2024-07-07,07:08:25,"""CNR3336707""",Incomplete,"""CID9874142""",Auto,Mayur Vihar,Laxmi Nagar,8.1,18.6,null,null,null,null,1,Other Issue,1243,12.73,null,null,UPI
2024-09-22,21:15:30,"""CNR8303220""",Completed,"""CID2381775""",Auto,Shahdara,Pitampura,14.2,24.0,null,null,null,null,null,null,1287,14.16,5.0,4.2,UPI
2024-12-22,16:22:30,"""CNR7545343""",Cancelled by Customer,"""CID7497386""",Bike,Kaushambi,IGI Airport,9.6,null,1,Driver asked to cancel,null,null,null,null,null,null,null,null,null
2024-04-14,23:43:12,"""CNR3689544""",Cancelled by Driver,"""CID9682033""",Bike,DLF Phase 3,Jahangirpuri,12.0,null,null,null,1,Personal & Car related issues,null,null,null,null,null,null,null
2024-04-21,22:19:57,"""CNR5758673""",Completed,"""CID9974052""",Bike,New Delhi Railway Station,Sultanpur,3.7,42.1,null,null,null,null,null,null,1117,33.43,4.2,5.0,Uber Wallet
2024-03-28,18:29:21,"""CNR3921985""",Completed,"""CID8444515""",Auto,Jahangirpuri,Sadar Bazar Gurgaon,2.2,40.7,null,null,null,null,null,null,94,10.12,4.3,4.9,UPI
2024-10-15,17:49:42,"""CNR3170540""",Cancelled by Driver,"""CID4509518""",Go Mini,Ashram,Shastri Nagar,4.1,null,null,null,1,Personal & Car related issues,null,null,null,null,null,null,null
2024-01-11,10:24:03,"""CNR4920570""",Cancelled by Driver,"""CID6687961""",Go Sedan,Kirti Nagar,Lal Quila,6.5,null,null,null,1,The customer was coughing/sick,null,null,null,null,null,null,null
2024-08-29,21:07:38,"""CNR9977068""",No Driver Found,"""CID6411521""",Auto,Gurgaon Sector 29,Sikanderpur,null,null,null,null,null,null,null,null,null,null,null,null,null
2024-03-09,19:48:07,"""CNR2057447""",Completed,"""CID7185194""",Premier Sedan,Peeragarhi,Bahadurgarh,3.4,29.6,null,null,null,null,null,null,603,18.44,4.8,4.1,Uber Wallet
2024-04-23,21:29:26,"""CNR4745728""",No Driver Found,"""CID6961897""",Bike,Golf Course Road,Laxmi Nagar,null,null,null,null,null,null,null,null,null,null,null,null,null
2024-02-04,15:37:04,"""CNR7038189""",Completed,"""CID2858554""",Auto,Botanical Garden,Ashok Park Main,5.8,19.6,null,null,null,null,null,null,346,8.87,3.9,4.7,Cash
2024-03-10,19:19:24,"""CNR6477156""",Completed,"""CID2929418""",Bike,Ashok Vihar,Indraprastha,14.2,22.9,null,null,null,null,null,null,603,22.32,4.2,4.3,Credit Card
2024-04-04,09:56:02,"""CNR6996474""",Cancelled by Driver,"""CID9369352""",Go Sedan,Noida Extension,Kherki Daula Toll,9.4,null,null,null,1,Customer related issue,null,null,null,null,null,null,null
2024-10-13,11:58:36,"""CNR7703240""",Completed,"""CID7796071""",Auto,Satguru Ram Singh Marg,Peeragarhi,5.7,36.9,null,null,null,null,null,null,1209,5.61,4.3,4.2,UPI
2024-04-13,07:17:48,"""CNR7182997""",Completed,"""CID2962555""",Bike,DLF City Court,Old Gurgaon,11.6,27.5,null,null,null,null,null,null,1485,47.5,4.5,4.3,UPI
2024-08-27,10:10:40,"""CNR6152909""",No Driver Found,"""CID7257315""",eBike,Sushant Lok,MG Road,null,null,null,null,null,null,null,null,null,null,null,null,null
2024-03-19,12:46:10,"""CNR7358320""",Completed,"""CID3122835""",Auto,Huda City Centre,Mayur Vihar,12.4,17.7,null,null,null,null,null,null,83,4.64,5.0,4.9,UPI
2024-11-22,07:18:31,"""CNR8421305""",Cancelled by Driver,"""CID5556667""",Auto,Azadpur,Yamuna Bank,5.1,null,null,null,1,Customer related issue,null,null,null,null,null,null,null
2024-08-11,06:33:52,"""CNR9413827""",Completed,"""CID3863555""",Go Sedan,Sarojini Nagar,Khandsa,15.0,29.5,null,null,null,null,null,null,390,36.86,4.1,3.9,UPI
2024-11-08,12:54:21,"""CNR7838131""",Incomplete,"""CID4711450""",Bike,Noida Sector 18,Greater Kailash,9.4,19.2,null,null,null,null,1,Vehicle Breakdown,95,17.38,null,null,UPI
2024-07-08,21:09:46,"""CNR2317713""",Completed,"""CID4838108""",Go Sedan,Uttam Nagar,Hero Honda Chowk,6.9,43.4,null,null,null,null,null,null,296,5.78,4.3,4.8,UPI
2024-09-19,18:08:49,"""CNR5147241""",Completed,"""CID6686990""",Auto,Gwal Pahari,Rohini,11.9,15.3,null,null,null,null,null,null,571,14.85,4.8,4.5,UPI
2024-05-16,17:13:41,"""CNR5389070""",Cancelled by Driver,"""CID2291584""",Go Sedan,Tughlakabad,Ambience Mall,8.5,null,null,null,1,More than permitted people in there,null,null,null,null,null,null,null
2024-01-04,19:34:17,"""CNR8678167""",Completed,"""CID1899828""",eBike,Gurgaon Railway Station,Lok Kalyan Marg,9.7,31.7,null,null,null,null,null,null,818,46.44,4.3,4.2,UPI
2024-03-29,17:38:30,"""CNR4741181""",Cancelled by Driver,"""CID5432217""",Go Sedan,Khan Market,Narsinghpur,6.9,null,null,null,1,Personal & Car related issues,null,null,null,null,null,null,null
2024-12-19,22:25:31,"""CNR8180460""",Completed,"""CID5058424""",Bike,Okhla,Moolchand,7.5,44.6,null,null,null,null,null,null,965,21.26,4.5,4.1,Uber Wallet
2024-08-17,10:53:32,"""CNR7015248""",Completed,"""CID8332563""",Bike,Bahadurgarh,Meerut,14.0,30.0,null,null,null,null,null,null,1141,13.28,4.2,4.3,UPI
2024-05-22,09:47:15,"""CNR2233528""",Completed,"""CID8009954""",eBike,IMT Manesar,Saket A Block,4.9,35.4,null,null,null,null,null,null,62,47.55,4.5,3.1,UPI
2024-10-18,22:39:22,"""CNR9157292""",Completed,"""CID7602099""",Auto,Mehrauli,India Gate,4.2,22.5,null,null,null,null,null,null,379,22.59,3.2,4.2,Debit Card
2024-01-22,10:03:16,"""CNR3443531""",Incomplete,"""CID5911682""",Go Mini,Tagore Garden,Jhilmil,7.7,15.1,null,null,null,null,1,Customer Demand,892,3.57,null,null,UPI
2024-02-21,16:31:35,"""CNR3540015""",Completed,"""CID6844285""",Go Mini,Munirka,Tughlakabad,5.1,41.3,null,null,null,null,null,null,828,37.12,4.5,4.6,Cash
2024-09-18,01:49:48,"""CNR7304845""",Cancelled by Driver,"""CID2083914""",Auto,Green Park,INA Market,11.6,null,null,null,1,Personal & Car related issues,null,null,null,null,null,null,null
2024-03-10,07:20:08,"""CNR6887021""",Completed,"""CID9284353""",Go Mini,Cyber Hub,Tagore Garden,4.1,43.2,null,null,null,null,null,null,158,42.88,4.3,4.4,Debit Card
2024-10-24,20:08:36,"""CNR6066698""",No Driver Found,"""CID6884916""",Auto,DLF Phase 3,Peeragarhi,null,null,null,null,null,null,null,null,null,null,null,null,null
2024-01-20,16:36:07,"""CNR8748759""",Completed,"""CID7239551""",Bike,Connaught Place,Nehru Place,12.5,35.8,null,null,null,null,null,null,446,37.42,4.2,4.6,UPI
2024-04-14,13:58:55,"""CNR9525810""",Completed,"""CID5275354""",Go Sedan,Shahdara,Punjabi Bagh,7.4,38.4,null,null,null,null,null,null,1511,8.11,4.3,4.3,UPI
2024-03-25,02:21:08,"""CNR3804317""",Incomplete,"""CID3176128""",Auto,New Delhi Railway Station,Punjabi Bagh,8.9,25.1,null,null,null,null,1,Vehicle Breakdown,485,12.57,null,null,Cash
2024-06-20,06:53:46,"""CNR2667948""",Incomplete,"""CID4667262""",Auto,Moolchand,Noida Film City,4.2,23.8,null,null,null,null,1,Other Issue,280,19.82,null,null,UPI
2024-07-20,06:05:12,"""CNR9601580""",Cancelled by Customer,"""CID5561262""",Auto,Seelampur,Karkarduma,19.3,null,1,Wrong Address,null,null,null,null,null,null,null,null,null
2024-09-30,21:57:01,"""CNR7086013""",Completed,"""CID5824520""",Auto,Lal Quila,Samaypur Badli,4.1,41.5,null,null,null,null,null,null,866,41.89,3.9,4.6,Cash
2024-04-21,12:51:13,"""CNR1497756""",Completed,"""CID5141572""",Premier Sedan,Rajiv Nagar,Badshahpur,10.7,16.8,null,null,null,null,null,null,384,26.06,4.9,4.1,Cash
2024-12-30,09:30:53,"""CNR2720045""",Cancelled by Driver,"""CID6715318""",Bike,Subhash Nagar,Keshav Puram,4.7,null,null,null,1,The customer was coughing/sick,null,null,null,null,null,null,null
2024-07-04,15:26:04,"""CNR6334773""",Completed,"""CID7173658""",Bike,Shahdara,Rajiv Nagar,14.5,18.8,null,null,null,null,null,null,435,5.76,4.3,4.4,UPI
2024-01-15,23:03:43,"""CNR5688083""",Completed,"""CID6277683""",Bike,Meerut,Bhiwadi,11.2,40.4,null,null,null,null,null,null,453,14.63,3.9,4.7,Uber Wallet
2024-05-18,15:49:53,"""CNR6829109""",Completed,"""CID6143542""",Go Sedan,Bhiwadi,Shivaji Park,14.5,32.4,null,null,null,null,null,null,1045,17.63,3.9,4.7,Credit Card
2024-11-25,20:19:53,"""CNR7693326""",Completed,"""CID4803686""",eBike,Lal Quila,Mundka,11.2,16.4,null,null,null,null,null,null,894,14.65,4.0,4.9,UPI
2024-01-20,19:37:03,"""CNR2712969""",Completed,"""CID2620408""",Auto,Badarpur,Nawada,13.2,36.9,null,null,null,null,null,null,1481,48.8,4.2,4.8,Cash
2024-07-04,09:52:16,"""CNR9226948""",Completed,"""CID4582647""",Go Mini,Sonipat,Ashok Park Main,4.1,19.3,null,null,null,null,null,null,372,31.37,3.3,4.4,Uber Wallet
2024-11-17,08:37:50,"""CNR6226104""",Completed,"""CID8137123""",Premier Sedan,Kashmere Gate ISBT,GTB Nagar,12.4,41.0,null,null,null,null,null,null,471,5.38,4.4,3.1,Cash
2024-01-28,07:15:52,"""CNR5462236""",Cancelled by Driver,"""CID6861461""",Go Mini,Ashok Vihar,Karkarduma,4.0,null,null,null,1,Personal & Car related issues,null,null,null,null,null,null,null
2024-11-30,16:02:53,"""CNR2117972""",Completed,"""CID3050206""",Auto,Mansarovar Park,Rohini East,11.7,27.5,null,null,null,null,null,null,1289,17.39,4.9,4.3,Debit Card
2024-10-06,22:11:31,"""CNR8699491""",Cancelled by Customer,"""CID3587037""",Auto,Saket,Gwal Pahari,5.1,null,1,Wrong Address,null,null,null,null,null,null,null,null,null
2024-05-08,09:37:28,"""CNR5087623""",Incomplete,"""CID7022303""",Go Sedan,Anand Vihar ISBT,Lajpat Nagar,3.6,17.0,null,null,null,null,1,Customer Demand,126,7.61,null,null,Credit Card
2024-11-09,10:13:06,"""CNR5962875""",Cancelled by Driver,"""CID1544574""",Auto,Dwarka Sector 21,Khandsa,6.3,null,null,null,1,Personal & Car related issues,null,null,null,null,null,null,null
2024-05-30,16:03:52,"""CNR9121751""",Completed,"""CID9705782""",eBike,Old Gurgaon,Ashok Vihar,13.9,42.0,null,null,null,null,null,null,173,17.01,3.3,4.4,UPI
2024-02-21,13:00:45,"""CNR7839171""",Cancelled by Driver,"""CID4278197""",eBike,Nehru Place,Vasant Kunj,10.8,null,null,null,1,More than permitted people in there,null,null,null,null,null,null,null
2024-01-14,18:25:32,"""CNR6307670""",Cancelled by Driver,"""CID9315220""",Premier Sedan,Pragati Maidan,Kanhaiya Nagar,6.8,null,null,null,1,The customer was coughing/sick,null,null,null,null,null,null,null
2024-08-06,16:38:12,"""CNR5286926""",No Driver Found,"""CID3925027""",Uber XL,Ashram,IIT Delhi,null,null,null,null,null,null,null,null,null,null,null,null,null
2024-07-18,18:37:25,"""CNR1864785""",Completed,"""CID4875509""",Bike,Tagore Garden,Barakhamba Road,5.4,21.4,null,null,null,null,null,null,687,36.08,4.5,3.7,Cash
2024-12-15,18:33:39,"""CNR1966482""",Cancelled by Driver,"""CID4655162""",Go Mini,Ghitorni,Saket,8.6,null,null,null,1,The customer was coughing/sick,null,null,null,null,null,null,null
2024-12-13,11:44:50,"""CNR6301921""",No Driver Found,"""CID9805339""",Bike,Jasola,Ashok Park Main,null,null,null,null,null,null,null,null,null,null,null,null,null
2024-09-03,11:33:28,"""CNR4464443""",Completed,"""CID9561975""",Go Sedan,Kashmere Gate,Ghitorni Village,3.0,15.4,null,null,null,null,null,null,435,14.97,4.1,3.4,UPI
2024-08-31,19:30:12,"""CNR8632504""",Completed,"""CID1325776""",Auto,Mayur Vihar,Jama Masjid,2.4,20.2,null,null,null,null,null,null,197,42.07,3.8,4.8,Debit Card
2024-05-08,17:04:27,"""CNR1074155""",Cancelled by Customer,"""CID8985294""",Auto,Keshav Puram,Green Park,11.9,null,1,Driver is not moving towards pickup location,null,null,null,null,null,null,null,null,null
2024-06-29,16:42:31,"""CNR1671987""",Cancelled by Driver,"""CID2914071""",Go Mini,Maidan Garhi,Central Secretariat,9.1,null,null,null,1,The customer was coughing/sick,null,null,null,null,null,null,null
2024-04-01,11:44:30,"""CNR3517685""",Completed,"""CID6705604""",Go Mini,Dilshad Garden,Maidan Garhi,3.2,39.6,null,null,null,null,null,null,63,6.69,4.2,4.6,UPI
2024-08-31,23:54:40,"""CNR3292171""",Cancelled by Driver,"""CID4167526""",Auto,Rajiv Nagar,Anand Vihar,7.8,null,null,null,1,More than permitted people in there,null,null,null,null,null,null,null
2024-08-03,17:44:11,"""CNR9168834""",Completed,"""CID9294777""",Go Mini,Panipat,Kherki Daula Toll,13.6,41.6,null,null,null,null,null,null,1272,41.09,4.3,5.0,Cash
2024-01-24,12:57:15,"""CNR8026714""",Completed,"""CID8327197""",Premier Sedan,Rajouri Garden,Subhash Chowk,3.5,44.4,null,null,null,null,null,null,364,39.79,4.7,4.3,Credit Card
2024-07-19,18:23:20,"""CNR1818170""",Completed,"""CID6377056""",Auto,Ghitorni Village,Vidhan Sabha,10.7,32.1,null,null,null,null,null,null,332,36.9,4.6,4.3,Cash
2024-02-27,10:09:39,"""CNR8437567""",Completed,"""CID6235604""",Auto,Karol Bagh,Dwarka Sector 21,8.1,28.8,null,null,null,null,null,null,2306,8.62,4.3,4.2,UPI
2024-12-13,14:08:35,"""CNR1458442""",Completed,"""CID2125842""",Go Sedan,Okhla,Pitampura,3.6,43.9,null,null,null,null,null,null,915,5.6,3.8,4.3,Credit Card
2024-02-09,11:20:49,"""CNR9047260""",Completed,"""CID2502669""",Go Mini,Preet Vihar,Qutub Minar,12.3,34.4,null,null,null,null,null,null,960,45.08,4.2,3.3,UPI
2024-08-02,18:18:49,"""CNR3352485""",Incomplete,"""CID5913831""",Go Sedan,Mansarovar Park,Kirti Nagar,4.8,12.0,null,null,null,null,1,Vehicle Breakdown,124,12.39,null,null,UPI
2024-09-17,18:06:40,"""CNR6269098""",Cancelled by Customer,"""CID3020110""",Go Sedan,Kashmere Gate ISBT,Mansarovar Park,6.3,null,1,Driver asked to cancel,null,null,null,null,null,null,null,null,null
2024-12-30,14:02:20,"""CNR8371719""",Incomplete,"""CID9376871""",Go Sedan,Jahangirpuri,Ramesh Nagar,6.5,21.1,null,null,null,null,1,Vehicle Breakdown,318,12.33,null,null,Cash
2024-03-09,17:29:22,"""CNR6423476""",Completed,"""CID7994503""",Go Mini,Mandi House,Sarojini Nagar,5.4,32.3,null,null,null,null,null,null,284,34.76,4.2,4.5,UPI
2024-12-10,08:35:44,"""CNR5127991""",Cancelled by Driver,"""CID9803957""",Premier Sedan,Sushant Lok,IMT Manesar,10.4,null,null,null,1,Customer related issue,null,null,null,null,null,null,null
2024-04-17,20:41:21,"""CNR9907822""",Cancelled by Driver,"""CID9431294""",Go Mini,Tughlakabad,Madipur,8.2,null,null,null,1,Customer related issue,null,null,null,null,null,null,null
2024-02-06,08:37:15,"""CNR6189317""",Completed,"""CID7071074""",Bike,Sarai Kale Khan,Kirti Nagar,14.4,23.4,null,null,null,null,null,null,488,41.45,4.2,4.4,Debit Card
2024-03-21,20:25:41,"""CNR1546295""",Completed,"""CID8869831""",Go Sedan,Chanakyapuri,Gurgaon Sector 29,5.9,26.8,null,null,null,null,null,null,542,25.03,4.1,4.9,Debit Card
2024-09-07,01:04:04,"""CNR5992421""",No Driver Found,"""CID7098643""",Auto,Paharganj,Cyber Hub,null,null,null,null,null,null,null,null,null,null,null,null,null
2024-06-22,07:56:30,"""CNR3652939""",Cancelled by Customer,"""CID8601458""",Premier Sedan,Chandni Chowk,Ardee City,8.8,null,1,Wrong Address,null,null,null,null,null,null,null,null,null
2024-03-25,06:50:16,"""CNR1488879""",Completed,"""CID4379847""",Go Sedan,IGNOU Road,Seelampur,10.8,25.9,null,null,null,null,null,null,650,41.56,3.7,4.2,Cash
2024-04-27,11:28:32,"""CNR2384015""",Incomplete,"""CID3606960""",Bike,Sadar Bazar Gurgaon,Sarojini Nagar,6.8,20.6,null,null,null,null,1,Customer Demand,893,15.33,null,null,UPI
2024-04-27,12:52:53,"""CNR6658441""",Completed,"""CID2645073""",Bike,Mansarovar Park,Maidan Garhi,14.6,39.9,null,null,null,null,null,null,1631,44.99,4.2,4.9,UPI
2024-08-08,18:19:46,"""CNR7001356""",Cancelled by Driver,"""CID6871308""",Bike,Saket,Kalkaji,12.0,null,null,null,1,Personal & Car related issues,null,null,null,null,null,null,null
2024-05-10,21:50:27,"""CNR6813805""",Completed,"""CID8653505""",Bike,Kherki Daula Toll,Badarpur,13.1,44.5,null,null,null,null,null,null,306,22.94,3.7,4.3,UPI
2024-11-06,16:02:41,"""CNR1204490""",Incomplete,"""CID1039008""",Auto,New Delhi Railway Station,Satguru Ram Singh Marg,8.9,13.9,null,null,null,null,1,Customer Demand,285,3.13,null,null,UPI
2024-01-06,07:25:07,"""CNR9281255""",Completed,"""CID4130066""",Go Mini,Golf Course Road,Kashmere Gate,9.6,22.9,null,null,null,null,null,null,497,46.95,4.6,4.7,Debit Card
2024-07-16,11:26:25,"""CNR6847720""",No Driver Found,"""CID9711561""",Go Sedan,Govindpuri,Karol Bagh,null,null,null,null,null,null,null,null,null,null,null,null,null
2024-11-02,14:09:50,"""CNR7870375""",Completed,"""CID7732289""",Go Sedan,Jhilmil,Raj Nagar Extension,14.4,20.4,null,null,null,null,null,null,474,9.72,4.2,3.7,Uber Wallet
2024-03-13,11:06:44,"""CNR5074092""",Completed,"""CID7232509""",Go Sedan,Sohna Road,Preet Vihar,5.8,27.5,null,null,null,null,null,null,474,23.94,4.2,4.6,UPI
2024-08-28,05:09:22,"""CNR3617780""",Completed,"""CID9806440""",Go Sedan,Udyog Vihar Phase 4,Sohna Road,12.8,19.9,null,null,null,null,null,null,1898,30.11,4.1,4.6,Debit Card
2024-10-12,07:19:50,"""CNR9202812""",Completed,"""CID1045478""",Auto,Punjabi Bagh,Mayur Vihar,11.4,15.4,null,null,null,null,null,null,1155,20.05,4.4,4.1,UPI
2024-06-06,19:47:07,"""CNR6286888""",Cancelled by Customer,"""CID6803473""",Premier Sedan,Karkarduma,Tilak Nagar,18.8,null,1,AC is not working,null,null,null,null,null,null,null,null,null
2024-07-30,16:02:23,"""CNR3648203""",Completed,"""CID9684622""",Go Sedan,Anand Vihar ISBT,Chhatarpur,7.3,19.4,null,null,null,null,null,null,927,25.04,3.2,4.4,Uber Wallet
2024-02-01,19:34:43,"""CNR5862134""",Completed,"""CID8328935""",Bike,Vasant Kunj,Botanical Garden,12.6,34.3,null,null,null,null,null,null,177,41.0,4.3,4.5,Debit Card
2024-07-06,17:35:15,"""CNR5545591""",Cancelled by Driver,"""CID2251135""",Go Sedan,Sonipat,Gurgaon Railway Station,10.1,null,null,null,1,The customer was coughing/sick,null,null,null,null,null,null,null
2024-10-30,20:16:58,"""CNR4535344""",Cancelled by Driver,"""CID7593901""",eBike,Noida Sector 62,Chandni Chowk,11.4,null,null,null,1,Personal & Car related issues,null,null,null,null,null,null,null
2024-09-24,02:41:44,"""CNR5680356""",Cancelled by Driver,"""CID1704526""",Auto,Noida Extension,Arjangarh,8.4,null,null,null,1,Customer related issue,null,null,null,null,null,null,null
2024-01-09,22:41:07,"""CNR4845289""",Completed,"""CID4662406""",Go Mini,Shastri Nagar,Munirka,7.8,15.5,null,null,null,null,null,null,459,22.47,4.3,4.2,Debit Card
2024-12-26,12:22:58,"""CNR9637395""",Cancelled by Driver,"""CID3090865""",Auto,Paharganj,Green Park,11.8,null,null,null,1,The customer was coughing/sick,null,null,null,null,null,null,null
2024-06-28,06:12:31,"""CNR2639366""",Completed,"""CID9571362""",Auto,Faridabad Sector 15,Chirag Delhi,7.3,28.5,null,null,null,null,null,null,893,19.03,3.2,3.9,UPI
2024-01-03,15:23:11,"""CNR5512837""",Completed,"""CID5042161""",Premier Sedan,Model Town,Dilshad Garden,13.4,16.0,null,null,null,null,null,null,165,16.38,4.3,4.2,Uber Wallet
2024-06-27,14:39:11,"""CNR8947012""",Completed,"""CID8257388""",Go Sedan,Welcome,Tilak Nagar,3.0,42.1,null,null,null,null,null,null,140,15.6,4.6,4.3,Cash
2024-09-12,16:44:00,"""CNR3089331""",Completed,"""CID2790984""",Go Sedan,Ashram,Rajouri Garden,5.9,36.5,null,null,null,null,null,null,154,41.84,4.2,4.1,UPI
